gene	gene_id	chromosome	start_position	end_position	oe_lof	oe_lof_lower	oe_lof_upper	oe_lof_upper_bin	p_cnv	p_dnw	p_mupit	min_p	p_comb	p_comb_adj_ihw	p_comb_fdr
MC4R	ENSG00000166603	18	58038564	58040001	0.79228	0.412	1.602	8	0.340666	1	1	1	0.707513120238184	1	1
PDZK1IP1	ENSG00000162366	1	47649265	47656716	0.79211	0.411	1.602	8	1	1	1	1	1	1	1
PILRA	ENSG00000085514	7	99965153	99997719	1.063	0.718	1.603	8	0.00439956	1	1	1	0.0282726757191294	1	0.423692861655056
RPL41	ENSG00000229117	12	56510370	56511727	0.39204	0.135	1.603	8	1	1	1	1	1	1	1
CFHR3	ENSG00000116785	1	196743925	196763203	1.0633	0.718	1.603	8	1	1	1	1	1	1	1
RP11-195F19.5	ENSG00000187186	9	34664160	34666109	0.6634	0.299	1.603	8	1	1	1	1	1	1	1
FAM96B	ENSG00000166595	16	66965959	66968326	0.73669	0.36	1.603	8	0.338866	1	1	1	0.705570021492711	1	1
SPATA31D1	ENSG00000214929	9	84603687	84610171	0.73722	0.36	1.604	8	0.0407959	1	1	1	0.171309070054817	1	1
GZMA	ENSG00000145649	5	54398476	54406080	0.93625	0.563	1.604	8	0.119288	1	1	1	0.372919880249538	1	1
ADH1A	ENSG00000187758	4	100197524	100212185	1.0636	0.719	1.604	8	0.116488	1	1	1	0.36693335771013	1	1
FAM122C	ENSG00000156500	X	133930819	133988640	0.83925	0.457	1.604	8	1	1	1	1	1	1	1
RP11-770J1.4	ENSG00000255384	11	118303836	118305921	0.66357	0.299	1.604	8	1	1	1	1	1	1	1
CLEC19A	ENSG00000261210	16	19297061	19333467	0.73832	0.361	1.605	8	1	1	1	1	1	1	1
EMC10	ENSG00000161671	19	50979657	50986608	1.051	0.702	1.605	8	1	1	1	1	1	1	1
TMEM88B	ENSG00000205116	1	1361508	1363167	0	0	1.605	8	0.0146985	1	1	1	0.0767263145041915	1	0.770489303643545
FAM177B	ENSG00000197520	1	222910549	222924147	0.87744	0.497	1.605	8	1	1	1	1	1	1	1
DTWD2	ENSG00000169570	5	118173017	118324240	1.0204	0.663	1.605	8	1	1	1	1	1	1	1
FAM83E	ENSG00000105523	19	49104067	49118111	1.0507	0.702	1.605	8	1	1	1	1	1	1	1
MS4A13	ENSG00000204979	11	60282886	60310194	0.87711	0.497	1.605	8	1	1	1	1	1	1	1
DPP7	ENSG00000176978	9	140004994	140009629	1.1853	0.886	1.605	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
SPIN2B	ENSG00000186787	X	57144984	57147980	0.56078	0.226	1.605	8	1	1	1	1	1	1	1
ELMOD3	ENSG00000115459	2	85581517	85618875	1.1287	0.805	1.606	8	1	1	1	1	1	1	1
AL627309.1	ENSG00000237683	1	134901	139379	0.79488	0.413	1.606	8	1	1	1	1	1	1	1
ZNF676	ENSG00000196109	19	22361893	22379753	0.39352	0.136	1.606	8	0.425857	1	1	1	0.789390539153401	1	1
CCNI2	ENSG00000205089	5	132083137	132089856	0.98423	0.618	1.606	8	0.352465	1	1	1	0.720016895096628	1	1
GAGE2D	ENSG00000240257	X	49207160	49214420	0	0	1.606	8	1	1	1	1	1	1	1
RITA1	ENSG00000139405	12	113623331	113630173	0.73842	0.361	1.606	8	1	1	1	1	1	1	1
NEU4	ENSG00000204099	2	242749920	242758739	0.96218	0.592	1.606	8	0.124688	1	1	1	0.38428101724861	1	1
OR51L1	ENSG00000176798	11	5020213	5021160	0.79499	0.413	1.606	8	1	1	1	1	1	1	1
CLRN2	ENSG00000249581	4	17516788	17528727	0.93795	0.564	1.606	8	1	1	1	1	1	1	1
AC079612.1	ENSG00000196758	2	240499995	240507788	0.84147	0.458	1.607	8	1	1	1	1	1	1	1
RPL3L	ENSG00000140986	16	1993975	2007607	1.1299	0.806	1.607	8	1	1	1	1	1	1	1
SMDT1	ENSG00000183172	22	42475695	42480288	0.39406	0.136	1.607	8	0.0379962	1	1	1	0.162253999699059	1	1
C1orf56	ENSG00000143443	1	151020216	151024462	0.91167	0.533	1.608	8	1	1	1	1	1	1	1
PGK2	ENSG00000170950	6	49753366	49755053	0.9119	0.533	1.608	8	1	1	1	1	1	1	1
PCDHA9	ENSG00000204961	5	140227048	140391929	1.2044	0.912	1.608	8	1	1	1	1	1	1	1
TSPO2	ENSG00000112212	6	41010293	41012076	0.79645	0.414	1.608	8	0.339766	1	1	1	0.706542762863687	1	1
CLEC18C	ENSG00000157335	16	70207225	70221264	0.79652	0.414	1.608	8	1	1	1	1	1	1	1
TBC1D7	ENSG00000145979	6	13266774	13328815	1.0791	0.737	1.608	8	0.272473	1	1	1	0.626746686691873	1	1
TRIAP1	ENSG00000170855	12	120881764	120884215	0.56307	0.227	1.608	8	1	1	1	1	1	1	1
GP6	ENSG00000088053	19	55525073	55549632	1.0672	0.721	1.609	8	0.224278	1	1	1	0.559544212804004	1	1
FRG2B	ENSG00000225899	10	135437399	135440299	0.39552	0.136	1.609	8	1	1	1	1	1	1	1
TEN1	ENSG00000257949	17	73975301	73996667	0.66709	0.301	1.609	8	1	1	1	1	1	1	1
SLPI	ENSG00000124107	20	43880880	43883205	0.79703	0.414	1.609	8	1	1	1	1	1	1	1
C1orf186	ENSG00000196533	1	206238872	206288647	0.88049	0.499	1.609	8	0.558844	1	1	1	0.884026893182138	1	1
LILRA1	ENSG00000104974	19	55105047	55113555	1.1701	0.861	1.609	8	0.348165	1	1	1	0.715506501225937	1	1
C3orf79	ENSG00000237787	3	153202284	153220486	0.56434	0.227	1.61	8	1	1	1	1	1	1	1
C2orf91	ENSG00000205086	2	42162508	42181406	0.79828	0.415	1.61	8	1	1	1	1	1	1	1
SLC22A9	ENSG00000149742	11	63137261	63177766	1.1636	0.852	1.61	8	0.344666	1	1	1	0.711797139217566	1	1
ACTRT1	ENSG00000123165	X	127184943	127186382	0.74213	0.363	1.611	8	1	1	1	1	1	1	1
KIR2DL3	ENSG00000243772	19	55249980	55295776	1.0248	0.666	1.611	8	0.554645	1	1	1	0.881567743701905	1	1
C19orf53	ENSG00000104979	19	13884982	13889276	0.5649	0.227	1.611	8	0.117288	1	1	1	0.368650590525642	1	1
C8orf76	ENSG00000189376	8	124232196	124253638	1.114	0.783	1.611	8	1	1	1	1	1	1	1
ASB11	ENSG00000165192	X	15298053	15333778	0.94168	0.566	1.611	8	1	1	1	1	1	1	1
NIPSNAP3B	ENSG00000165028	9	107526438	107539738	1.0408	0.686	1.611	8	0.0366963	1	1	1	0.157980483220866	1	1
RARRES1	ENSG00000118849	3	158414681	158450485	1.0248	0.666	1.611	8	1	1	1	1	1	1	1
C13orf35	ENSG00000197595	13	113301358	113338811	0.66935	0.302	1.612	8	1	1	1	1	1	1	1
RDH5	ENSG00000135437	12	56114151	56118489	1.0559	0.705	1.612	8	1	1	1	1	1	1	1
DUSP2	ENSG00000158050	2	96808905	96811179	0.88249	0.5	1.612	8	1	1	1	1	1	1	1
MTIF3	ENSG00000122033	13	28009776	28024739	0.96629	0.594	1.612	8	1	1	1	1	1	1	1
THEM4	ENSG00000159445	1	151846060	151882284	0.96657	0.594	1.612	8	1	1	1	1	1	1	1
REG1B	ENSG00000172023	2	79312156	79315145	0.94226	0.566	1.612	8	0.332967	1	1	1	0.699134769880338	1	1
PTGIR	ENSG00000160013	19	47123725	47128375	0.79906	0.415	1.612	8	1	1	1	1	1	1	1
FHL5	ENSG00000112214	6	97010424	97064512	1.0421	0.687	1.613	8	1	1	1	1	1	1	1
NUBP1	ENSG00000103274	16	10837643	10863208	1.1052	0.77	1.613	8	1	1	1	1	1	1	1
SAA1	ENSG00000173432	11	18287721	18291524	0.67019	0.302	1.613	8	1	1	1	1	1	1	1
LAMP5	ENSG00000125869	20	9495005	9511171	1.0259	0.666	1.613	8	0.0128987	0.0356197701718378	1	0.0356197701718378	0.00399053422204254	1	0.112656302147869
GSTT2	ENSG00000099984	22	24322339	24326106	0.66958	0.302	1.613	8	1	1	1	1	1	1	1
STAR	ENSG00000147465	8	38001167	38008783	1.0569	0.706	1.613	8	1	1	1	1	1	1	1
TMEM154	ENSG00000170006	4	153539784	153601317	0.96725	0.595	1.613	8	1	1	1	1	1	1	1
FOXE3	ENSG00000186790	1	47881744	47883723	0.39733	0.137	1.613	8	1	1	1	1	1	1	1
COPZ2	ENSG00000005243	17	46103533	46115392	0.98958	0.621	1.614	8	1	1	1	1	1	1	1
TCF23	ENSG00000163792	2	27371872	27376378	0.88417	0.501	1.614	8	1	1	1	1	1	1	1
FANCL	ENSG00000115392	2	58386378	58468507	1.1981	0.899	1.614	8	0.338666	1	1	1	0.705353532354721	1	1
KRT16	ENSG00000186832	17	39766030	39772151	1.1167	0.784	1.614	8	1	1	1	1	1	1	1
GSTO2	ENSG00000065621	10	106028631	106064703	1.0272	0.667	1.614	8	1	1	1	1	1	1	1
PPP1R3G	ENSG00000219607	6	5085720	5087455	0.88421	0.501	1.614	8	0.00409959	1	1	1	0.0266344963561089	1	0.420478969200841
NBPF6	ENSG00000186086	1	108918421	109013624	0.67059	0.302	1.614	8	1	1	1	1	1	1	1
MAGEB3	ENSG00000198798	X	30248553	30255607	0	0	1.614	8	1	1	1	1	1	1	1
PRSS45	ENSG00000188086	3	46783582	46854048	0.84629	0.461	1.614	8	1	1	1	1	1	1	1
AP000322.53	ENSG00000243627	21	35791013	35796264	0.39794	0.137	1.614	8	0.0138986	1	1	1	0.073328557216432	1	0.769735870491773
KDM4D	ENSG00000186280	11	94706845	94732682	0	0	1.614	8	1	1	1	1	1	1	1
TMEM52	ENSG00000178821	1	1849029	1850712	0.6706	0.302	1.614	8	1	1	1	1	1	1	1
PHOSPHO2	ENSG00000144362	2	170550975	170558218	0.84726	0.462	1.615	8	0.118688	1	1	1	0.371642640035085	1	1
FAM173A	ENSG00000103254	16	770581	772601	0.80166	0.416	1.615	8	0.450755	1	1	1	0.809930703601447	1	1
RPP38	ENSG00000152464	10	15139179	15181817	0.84661	0.461	1.615	8	1	1	1	1	1	1	1
C9orf9	ENSG00000165698	9	135753414	135765588	0.88554	0.501	1.616	8	1	1	1	1	1	1	1
GYPE	ENSG00000197465	4	144792020	144826716	0.74551	0.364	1.616	8	1	1	1	1	1	1	1
OR51G2	ENSG00000176893	11	4935900	4936922	0.74561	0.364	1.616	8	1	1	1	1	1	1	1
TMEM128	ENSG00000132406	4	4237269	4249950	0.84748	0.462	1.616	8	0.0382962	1	1	1	0.163233899212096	1	1
MRPS33	ENSG00000090263	7	140705854	140715028	0.74558	0.364	1.616	8	1	1	1	1	1	1	1
OR5P2	ENSG00000183303	11	7817452	7818520	0.74604	0.365	1.616	8	1	1	1	1	1	1	1
SDR39U1	ENSG00000100445	14	24908972	24912111	1.0725	0.725	1.616	8	1	1	1	1	1	1	1
ADH7	ENSG00000196344	4	100333418	100356894	1.0735	0.725	1.617	8	0.116488	1	1	1	0.36693335771013	1	1
ZNF337	ENSG00000130684	20	25654851	25677477	0.74631	0.365	1.617	8	1	1	1	1	1	1	1
ZNF681	ENSG00000196172	19	23921997	23941693	0.74621	0.365	1.617	8	0.0229977	1	1	1	0.10975332813477	1	0.975432703797768
GSTM4	ENSG00000168765	1	110198703	110208118	1.0111	0.646	1.617	8	1	1	1	1	1	1	1
KIAA0125	ENSG00000226777	14	106383838	106391825	0.8028	0.417	1.617	8	1	1	1	1	1	1	1
CTD-2368P22.1	ENSG00000176593	19	58513429	58522600	1.0117	0.647	1.617	8	1	1	1	1	1	1	1
NOL3	ENSG00000140939	16	67204057	67209643	0.84818	0.462	1.617	8	0.338866	1	1	1	0.705570021492711	1	1
ELSPBP1	ENSG00000169393	19	48497908	48528410	1.0731	0.725	1.617	8	1	1	1	1	1	1	1
DUSP28	ENSG00000188542	2	241499471	241503431	0.40045	0.138	1.618	8	0.336966	1	1	1	0.70350859891319	1	1
RP11-347C12.3	ENSG00000258130	16	30215637	30220392	0.56931	0.229	1.618	8	0.00259974	1	1	1	0.018074286371885	1	0.308145715347315
ZC2HC1B	ENSG00000118491	6	144185573	144259483	1.0298	0.669	1.618	8	0.0386961	1	1	1	0.16453645410756	1	1
TM4SF4	ENSG00000169903	3	149191761	149221068	0.99259	0.623	1.618	8	0.331567	1	1	1	0.697592225861751	1	1
SDR42E2	ENSG00000183921	16	22177618	22203075	1.0125	0.647	1.618	8	0.161284	1	1	1	0.455560930475882	1	1
DHRS9	ENSG00000073737	2	169921299	169952677	0.99289	0.623	1.618	8	0.118688	1	1	1	0.371642640035085	1	1
HOXA9	ENSG00000078399	7	27202054	27210117	0.88658	0.502	1.618	8	0.0124988	1	1	1	0.0672700744438601	1	0.769735870491773
RABL2A	ENSG00000144134	2	114384806	114400973	0.99257	0.623	1.618	8	1	1	1	1	1	1	1
CTSE	ENSG00000196188	1	206317459	206332104	1.1197	0.787	1.618	8	0.0416958	1	1	1	0.174178153383448	1	1
OR2AT4	ENSG00000171561	11	74799758	74800799	0.7473	0.365	1.618	8	1	1	1	1	1	1	1
RP11-680G10.1	ENSG00000261567	16	85391069	85393055	0	0	1.618	8	1	1	1	1	1	1	1
NUDT18	ENSG00000173566	8	21964383	21966932	0.94758	0.569	1.619	8	1	1	1	1	1	1	1
ATP6V1F	ENSG00000128524	7	128502880	128505898	0.67397	0.304	1.619	8	1	1	1	1	1	1	1
ZSCAN4	ENSG00000180532	19	58180303	58190520	0.8876	0.503	1.619	8	1	1	1	1	1	1	1
NOXO1	ENSG00000196408	16	2028918	2034193	1.061	0.708	1.619	8	0.0213979	1	1	1	0.103661323970632	1	0.933827515844309
RWDD2A	ENSG00000013392	6	83903098	83908651	0.97205	0.598	1.619	8	1	1	1	1	1	1	1
AIF1	ENSG00000204472	6	31582961	31584798	0.94719	0.569	1.619	8	1	1	1	1	1	1	1
HSD3B2	ENSG00000203859	1	119957554	119965658	0.99372	0.624	1.619	8	0.335766	1	1	1	0.702201131765446	1	1
ASB10	ENSG00000146926	7	150872785	150884919	1.0874	0.743	1.619	8	1	1	1	1	1	1	1
CR1L	ENSG00000197721	1	207818458	207911761	1.2279	0.94	1.619	8	1	1	1	1	1	1	1
TPBGL	ENSG00000261594	11	74951950	74954742	0	0	1.62	8	1	1	1	1	1	1	1
PRR5-ARHGAP8	ENSG00000248405	22	45098113	45258586	1.2377	0.954	1.62	8	0.134187	1	1	1	0.403704397964074	1	1
OLAH	ENSG00000152463	10	15074226	15115851	1.0472	0.69	1.62	8	1	1	1	1	1	1	1
SMIM17	ENSG00000268182	19	57154513	57167134	0.67441	0.304	1.62	8	1	1	1	1	1	1	1
OR5M9	ENSG00000150269	11	56229945	56230877	0.74848	0.366	1.62	8	1	1	1	1	1	1	1
GLRX2	ENSG00000023572	1	193065598	193075244	0.80601	0.419	1.621	8	1	1	1	1	1	1	1
CTA-299D3.8	ENSG00000219016	22	48934712	48943199	0.67534	0.304	1.621	8	1	1	1	1	1	1	1
C2orf73	ENSG00000177994	2	54557171	54610879	0.97358	0.599	1.621	8	1	1	1	1	1	1	1
UCMA	ENSG00000165623	10	13263767	13276334	0.92139	0.539	1.621	8	1	1	1	1	1	1	1
LYRM9	ENSG00000232859	17	26205340	26221778	0.67525	0.304	1.621	8	1	1	1	1	1	1	1
CD300LB	ENSG00000178789	17	72517313	72527613	0.99509	0.625	1.621	8	0.345965	1	1	1	0.713178362509919	1	1
IFNE	ENSG00000184995	9	21480841	21482312	0.67525	0.304	1.621	8	1	1	1	1	1	1	1
ZNF551	ENSG00000204519	19	58193337	58228669	0.57206	0.23	1.622	8	1	1	1	1	1	1	1
OR51I1	ENSG00000167359	11	5461800	5462744	0.80642	0.419	1.622	8	1	1	1	1	1	1	1
LYPD4	ENSG00000183103	19	42341148	42348760	0.92182	0.539	1.622	8	1	1	1	1	1	1	1
AC019171.1	ENSG00000269210	2	39186764	39187483	0.57198	0.23	1.622	8	1	1	1	1	1	1	1
RRP36	ENSG00000124541	6	42989383	43001894	1.1121	0.774	1.622	8	0.115988	1	1	1	0.365857299591824	1	1
SLC3A1	ENSG00000138079	2	44502599	44548633	1.2306	0.942	1.623	8	0.225077	1	1	1	0.560737191526445	1	1
GPT	ENSG00000167701	8	145728356	145732557	1.1735	0.859	1.623	8	0.341866	1	1	1	0.708803232512972	1	1
C1QTNF6	ENSG00000133466	22	37576207	37595425	0.92224	0.539	1.623	8	1	1	1	1	1	1	1
MYL7	ENSG00000106631	7	44178463	44180931	0.95056	0.571	1.623	8	0.0388961	1	1	1	0.165186341439598	1	1
AP000769.1	ENSG00000173727	11	65222728	65234028	0.57361	0.231	1.624	8	1	1	1	1	1	1	1
FOPNL	ENSG00000133393	16	15959577	15982482	0.95097	0.571	1.624	8	0.265073	1	1	1	0.617023680848192	1	1
PODNL1	ENSG00000132000	19	14042000	14064204	1.1032	0.761	1.624	8	0.123188	1	1	1	0.381149047335982	1	1
FKBPL	ENSG00000204315	6	32096484	32098068	1.0651	0.711	1.624	8	0.344866	1	1	1	0.712010117090959	1	1
SNX16	ENSG00000104497	8	82711816	82755101	1.0789	0.729	1.624	8	0.121588	1	1	1	0.37778814161729	1	1
SNCG	ENSG00000173267	10	88718375	88723017	0.80916	0.42	1.625	8	0.00129987	1	1	1	0.00993814441153693	1	0.211980620298083
GATSL2	ENSG00000198750	7	74807499	74867509	0	0	1.625	8	0.0131987	1	1	1	0.0703178816679441	1	0.769735870491773
LELP1	ENSG00000203784	1	153175919	153177596	0	0	1.626	8	1	1	1	1	1	1	1
LTC4S	ENSG00000213316	5	179220981	179223648	0.80947	0.42	1.626	8	1	1	1	1	1	1	1
FUOM	ENSG00000148803	10	135168658	135171529	0.85519	0.466	1.626	8	0.182082	1	1	1	0.492221932641555	1	1
HPGDS	ENSG00000163106	4	95219686	95264027	0.95236	0.572	1.626	8	0.120188	1	1	1	0.374830086698996	1	1
OR10V1	ENSG00000172289	11	59480296	59481337	0.80957	0.42	1.626	8	0.348565	1	1	1	0.715928303047228	1	1
CYBA	ENSG00000051523	16	88709691	88717560	0.92453	0.54	1.626	8	0.0480952	1	1	1	0.194043590489569	1	1
RSG1	ENSG00000132881	1	16558195	16563657	0.92474	0.541	1.626	8	1	1	1	1	1	1	1
SERPINA1	ENSG00000197249	14	94843084	94857030	0.99878	0.627	1.626	8	1	1	1	1	1	1	1
RSPH9	ENSG00000172426	6	43612783	43640336	1.0356	0.673	1.626	8	0.565243	1	1	1	0.88771387815903	1	1
AC005481.5	ENSG00000222012	7	157406715	157411457	0	0	1.626	8	1	1	1	1	1	1	1
HEATR5A	ENSG00000129493	14	31760994	31889788	0.57437	0.231	1.626	8	0.339866	1	1	1	0.70665069796248	1	1
GPRC5A	ENSG00000013588	12	13043716	13070871	0.9998	0.628	1.627	8	1	1	1	1	1	1	1
CELA3B	ENSG00000219073	1	22303514	22325135	1.0936	0.747	1.627	8	0.00619938	1	1	1	0.0377127255002598	1	0.509121794253507
ZNF440	ENSG00000171295	19	11925099	11946016	0.67941	0.306	1.627	8	0.0439956	1	1	1	0.181423144473965	1	1
OR5A1	ENSG00000172320	11	59210617	59211667	0.92563	0.541	1.627	8	0.348565	1	1	1	0.715928303047228	1	1
PLCXD1	ENSG00000182378	X	192989	220023	1.0526	0.694	1.627	8	1	1	1	1	1	1	1
TNFSF18	ENSG00000120337	1	173009100	173020103	0.85556	0.466	1.627	8	1	1	1	1	1	1	1
C16orf46	ENSG00000166455	16	81087102	81110872	0.99947	0.627	1.627	8	1	1	1	1	1	1	1
OR8G1	ENSG00000197849	11	124120423	124135763	0.75363	0.368	1.627	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
OR9Q1	ENSG00000186509	11	57791353	57949088	0.81127	0.421	1.628	8	0.348565	1	1	1	0.715928303047228	1	1
SLFN12L	ENSG00000205045	17	33791268	33864880	1.0683	0.713	1.628	8	0.334767	1	1	1	0.701109394684381	1	1
LAMTOR4	ENSG00000188186	7	99746530	99753567	0.75455	0.369	1.628	8	0.00439956	1	1	1	0.0282726757191294	1	0.423692861655056
IL13	ENSG00000169194	5	131991955	131996802	0.68019	0.306	1.628	8	0.352465	1	1	1	0.720016895096628	1	1
HTR3E	ENSG00000186038	3	183814852	183824783	1.0542	0.695	1.629	8	0.116988	1	1	1	0.368007269678037	1	1
GOLGA8F	ENSG00000153684	15	28623767	28637170	0.57698	0.232	1.629	8	1	1	1	1	1	1	1
SMCO3	ENSG00000179256	12	14957584	14967116	0.68139	0.307	1.629	8	1	1	1	1	1	1	1
C7orf62	ENSG00000164645	7	88423420	88425035	0.89484	0.507	1.629	8	0.112289	1	1	1	0.357829040221456	1	1
RABIF	ENSG00000183155	1	202848085	202858263	0.68131	0.307	1.629	8	1	1	1	1	1	1	1
KCNRG	ENSG00000198553	13	50589390	50595058	0.89545	0.507	1.63	8	1	1	1	1	1	1	1
GOLGA6L1	ENSG00000197414	15	22736246	22746002	1.0962	0.749	1.63	8	1	1	1	1	1	1	1
CDC42SE1	ENSG00000197622	1	151023447	151042801	0.7557	0.369	1.63	8	1	1	1	1	1	1	1
F2RL3	ENSG00000127533	19	16999671	17003417	0.89548	0.507	1.63	8	0.039996	1	1	1	0.168742157291422	1	1
LBH	ENSG00000213626	2	30454397	30546596	0.68155	0.307	1.63	8	1	1	1	1	1	1	1
C19orf70	ENSG00000174917	19	5678432	5680907	0.81278	0.422	1.63	8	1	1	1	1	1	1	1
ZNF100	ENSG00000197020	19	21905568	21950430	0.85773	0.467	1.63	8	1	1	1	1	1	1	1
HCAR2	ENSG00000182782	12	123185840	123187890	0.85772	0.467	1.63	8	1	1	1	1	1	1	1
SLC46A2	ENSG00000119457	9	115641200	115653193	1.0833	0.732	1.63	8	1	1	1	1	1	1	1
BANF2	ENSG00000125888	20	17674317	17716516	0.68249	0.307	1.631	8	1	1	1	1	1	1	1
OR8B8	ENSG00000197125	11	124310022	124311054	0.68253	0.307	1.631	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
NAPSA	ENSG00000131400	19	50861734	50869087	1.1194	0.78	1.631	8	1	1	1	1	1	1	1
ACOT6	ENSG00000205669	14	74077649	74086592	0.75642	0.369	1.631	8	1	1	1	1	1	1	1
C2orf80	ENSG00000188674	2	209030067	209054797	1.0701	0.714	1.631	8	1	1	1	1	1	1	1
NMS	ENSG00000204640	2	101086944	101099742	1.0838	0.732	1.631	8	1	1	1	1	1	1	1
EXOG	ENSG00000157036	3	38537618	38583652	1.0838	0.732	1.631	8	1	1	1	1	1	1	1
IL22	ENSG00000127318	12	68642022	68647387	0.85863	0.468	1.631	8	1	1	1	1	1	1	1
C12orf79	ENSG00000257242	12	92378756	92536690	0.81329	0.422	1.631	8	1	1	1	1	1	1	1
SELPLG	ENSG00000110876	12	109015686	109027735	0.40774	0.14	1.631	8	1	1	1	1	1	1	1
FCAR	ENSG00000186431	19	55385704	55401838	1.0029	0.629	1.632	8	1	1	0.00690453587749994	0.00690453587749994	0.0412585837815917	1	0.547746219125322
OR10G3	ENSG00000169208	14	22037934	22038875	0.75737	0.37	1.632	8	1	1	1	1	1	1	1
TMEM140	ENSG00000146859	7	134832824	134850967	0.5787	0.232	1.632	8	0.345965	1	1	1	0.713178362509919	1	1
H2AFX	ENSG00000188486	11	118964564	118966177	0.4084	0.14	1.632	8	1	1	1	1	1	1	1
HOXA4	ENSG00000197576	7	27168126	27170418	0.92909	0.543	1.632	8	0.00129987	1	1	1	0.00993814441153693	1	0.211980620298083
COX6A1P2	ENSG00000226976	6	37012607	37013177	0	0	1.632	8	1	1	1	1	1	1	1
GP5	ENSG00000178732	3	194115550	194119995	0.85941	0.468	1.632	8	1	1	1	1	1	1	1
GRTP1	ENSG00000139835	13	113978505	114018446	1.1097	0.766	1.633	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
TMEM69	ENSG00000159596	1	46152886	46160115	0.86038	0.468	1.633	8	1	1	1	1	1	1	1
SETD6	ENSG00000103037	16	58549383	58554431	1.1741	0.854	1.633	8	0.342266	1	1	1	0.709232333166995	1	1
GSTA1	ENSG00000243955	6	52656462	52668708	0.95799	0.575	1.633	8	0.268573	1	1	1	0.621647800107316	1	1
CPB1	ENSG00000153002	3	148508889	148577974	1.2075	0.902	1.633	8	0.331567	1	1	1	0.697592225861751	1	1
DNASE2B	ENSG00000137976	1	84864215	84880701	1.1494	0.82	1.633	8	1	1	1	1	1	1	1
SIRPB1	ENSG00000101307	20	1544167	1600707	1.0978	0.75	1.633	8	1	1	1	1	1	1	1
TOR3A	ENSG00000186283	1	179050512	179067158	1.098	0.75	1.633	8	1	1	1	1	1	1	1
ZNF233	ENSG00000159915	19	44754318	44779470	0.86043	0.469	1.633	8	1	1	1	1	1	1	1
PRR22	ENSG00000212123	19	5782971	5784776	0.68385	0.308	1.633	8	1	1	1	1	1	1	1
AP4S1	ENSG00000100478	14	31494312	31562818	0.95822	0.576	1.633	8	0.339866	1	1	1	0.70665069796248	1	1
MARCKSL1	ENSG00000175130	1	32799433	32801980	0.68376	0.308	1.633	8	1	1	1	1	1	1	1
DAP	ENSG00000112977	5	10679342	10761384	0.75865	0.37	1.634	8	1	1	1	1	1	1	1
TM4SF20	ENSG00000168955	2	228226872	228246711	0.86089	0.469	1.634	8	1	1	1	1	1	1	1
RAD51B	ENSG00000182185	14	68286496	69196935	1.1418	0.808	1.634	8	1	1	1	1	1	1	1
ALKBH7	ENSG00000125652	19	6372444	6375042	0.95874	0.576	1.634	8	1	1	1	1	1	1	1
LY6K	ENSG00000160886	8	143781529	143786545	0.6848	0.308	1.634	8	1	1	1	1	1	1	1
CDRT1	ENSG00000181464	17	15468797	15469590	0.7589	0.371	1.634	8	1	1	1	1	1	1	1
MPEG1	ENSG00000197629	11	58975983	58980424	1.1507	0.821	1.634	8	0.348565	0.0128931680935613	1	0.0128931680935613	0.0287847034738306	1	0.425495875736378
GALNTL5	ENSG00000106648	7	151653464	151717019	1.1506	0.821	1.634	8	1	1	1	1	1	1	1
AC027763.2	ENSG00000215067	17	6779954	6915668	0.41029	0.141	1.635	8	1	1	1	1	1	1	1
C4orf40	ENSG00000187533	4	70999333	71042516	0.86174	0.469	1.635	8	1	1	1	1	1	1	1
S100A6	ENSG00000197956	1	153507075	153508720	0.41049	0.141	1.635	8	1	1	1	1	1	1	1
KLRC3	ENSG00000205810	12	10564911	10573194	0.95916	0.576	1.635	8	1	1	1	1	1	1	1
DYDC2	ENSG00000133665	10	82104501	82127829	0.75968	0.371	1.635	8	0.00129987	1	1	1	0.00993814441153693	1	0.211980620298083
TMEM126B	ENSG00000171204	11	85339629	85347580	0.8616	0.469	1.635	8	1	1	1	1	1	1	1
UPK1A	ENSG00000105668	19	36157715	36169367	1.0734	0.717	1.635	8	1	1	1	1	1	1	1
IGFBPL1	ENSG00000137142	9	38408991	38424444	0.89933	0.509	1.635	8	1	1	1	1	1	1	1
BPIFA1	ENSG00000198183	20	31823801	31831115	1.0258	0.656	1.636	8	1	1	1	1	1	1	1
MCTP2	ENSG00000140563	15	94774767	95023632	1.3374	1.099	1.636	8	1	1	1	1	1	1	1
AIM2	ENSG00000163568	1	159032274	159116886	1.0437	0.678	1.636	8	0.349565	1	1	1	0.716980800516892	1	1
TMEM239	ENSG00000241690	20	2795614	2798712	0.81739	0.424	1.636	8	1	1	1	1	1	1	1
HAP1	ENSG00000173805	17	39873994	39890896	1.2374	0.944	1.637	8	1	1	1	1	1	1	1
UGT2B10	ENSG00000109181	4	69681711	69696914	1.1692	0.846	1.637	8	0.337266	1	1	1	0.703834797381351	1	1
SATL1	ENSG00000184788	X	84347293	84364054	1.1922	0.878	1.638	8	1	1	1	1	1	1	1
SBK2	ENSG00000187550	19	56041100	56048456	0.90209	0.511	1.638	8	1	1	1	1	1	1	1
